name,NCAAB_assists,NCAAB_blocks,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_personal_fouls,NCAAB_points,NCAAB_steal_percentage,NCAAB_steals,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_win_shares,NBA_assists,NBA_blocks,NBA_points,NBA_steals,NBA_total_rebounds,Center,Forward,Guard
Landry Fields,89.0,25.0,506.0,0.49,248.0,0.508,257.0,0.696,179.0,32.0,32.0,79,65.0,704.0,2.6,51.0,0.17,86.0,14.1,280.0,11.7,83.0,420.0,0.521,6.0,155.0,17.0,797.0,80.0,521.0,0,0,1
Andy Rautins,171.0,8.0,297.0,0.43799999999999994,130.0,0.273,81.0,0.815,66.0,35.0,35.0,77,76.0,424.0,3.4,69.0,0.8109999999999999,241.0,5.8,118.0,22.6,98.0,56.0,0.5710000000000001,4.9,3.0,0.0,8.0,1.0,1.0,0,0,1
Patrick Patterson,36.0,51.0,374.0,0.575,215.0,0.348,130.0,0.6920000000000001,90.0,38.0,38.0,81,61.0,544.0,1.2,27.0,0.184,69.0,12.1,283.0,8.6,41.0,305.0,0.626,7.0,41.0,37.0,328.0,17.0,200.0,0,1,0
Gani Lawal,15.0,49.0,325.0,0.529,172.0,0.6829999999999999,222.0,0.5720000000000001,127.0,36.0,36.0,81,76.0,471.0,1.0,16.0,0.003,1.0,17.6,305.0,15.3,78.0,324.0,0.531,4.1,0.0,0.0,0.0,0.0,0.0,0,1,0
Cole Aldrich,31.0,125.0,265.0,0.562,149.0,0.6,159.0,0.679,108.0,36.0,36.0,83,92.0,406.0,1.6,27.0,0.0,0.0,20.0,354.0,14.1,56.0,265.0,0.562,5.9,4.0,7.0,18.0,5.0,35.0,1,0,0
Jeremy Lin,131.0,31.0,287.0,0.519,149.0,0.6829999999999999,196.0,0.755,148.0,29.0,29.0,74,85.0,476.0,4.5,71.0,0.307,88.0,8.6,127.0,19.1,90.0,199.0,0.598,5.3,42.0,9.0,76.0,33.0,34.0,0,0,1
Ekpe Udoh,97.0,133.0,390.0,0.49,191.0,0.415,162.0,0.685,111.0,36.0,36.0,82,87.0,500.0,1.4,29.0,0.067,26.0,15.6,351.0,15.7,87.0,364.0,0.505,6.1,40.0,86.0,236.0,22.0,181.0,1,0,0
Dexter Pittman,17.0,63.0,214.0,0.654,140.0,0.631,135.0,0.556,75.0,34.0,34.0,82,90.0,355.0,1.0,12.0,0.0,0.0,15.9,199.0,17.7,60.0,214.0,0.654,3.4,0.0,0.0,2.0,0.0,3.0,1,0,0
Derrick Caracter,30.0,23.0,261.0,0.5670000000000001,148.0,0.456,119.0,0.672,80.0,27.0,22.0,81,82.0,380.0,2.1,26.0,0.057,15.0,17.1,218.0,19.5,77.0,246.0,0.585,3.4,7.0,10.0,81.0,4.0,43.0,0,1,0
Devin Ebanks,83.0,23.0,315.0,0.457,144.0,0.483,152.0,0.77,117.0,34.0,31.0,81,54.0,408.0,1.9,36.0,0.095,30.0,13.6,275.0,16.2,75.0,285.0,0.495,4.6,2.0,5.0,62.0,4.0,27.0,0,1,0
Lazar Hayward,52.0,18.0,514.0,0.43200000000000005,222.0,0.247,127.0,0.843,107.0,34.0,34.0,78,115.0,616.0,3.6,64.0,0.36200000000000004,186.0,14.7,256.0,10.4,67.0,328.0,0.479,5.4,28.0,7.0,160.0,12.0,70.0,0,1,0
Dominique Jones,120.0,19.0,493.0,0.45,222.0,0.5720000000000001,282.0,0.741,209.0,33.0,33.0,76,93.0,705.0,2.8,56.0,0.33899999999999997,167.0,9.4,201.0,13.4,97.0,326.0,0.521,6.2,19.0,3.0,42.0,5.0,25.0,0,0,1
Xavier Henry,53.0,18.0,354.0,0.45799999999999996,162.0,0.325,115.0,0.7829999999999999,90.0,36.0,36.0,78,66.0,483.0,3.1,54.0,0.466,165.0,8.6,157.0,14.4,69.0,189.0,0.49200000000000005,4.9,18.0,3.0,165.0,11.0,37.0,0,0,1
Greivis Vásquez,208.0,12.0,513.0,0.429,220.0,0.314,161.0,0.857,138.0,33.0,32.0,78,69.0,647.0,2.8,56.0,0.374,192.0,7.2,153.0,15.8,111.0,321.0,0.47,5.8,151.0,4.0,249.0,22.0,73.0,0,0,1
Paul George,88.0,24.0,363.0,0.424,154.0,0.364,132.0,0.909,120.0,29.0,29.0,79,84.0,487.0,4.0,64.0,0.46,167.0,12.8,210.0,18.1,94.0,196.0,0.485,4.2,65.0,26.0,476.0,62.0,224.0,0,1,0
Lance Stephenson,84.0,6.0,368.0,0.44,162.0,0.32299999999999995,119.0,0.664,79.0,34.0,32.0,77,66.0,419.0,1.9,31.0,0.198,73.0,10.6,182.0,16.0,81.0,295.0,0.495,2.8,21.0,0.0,37.0,4.0,18.0,0,1,0
Jeremy Evans,25.0,61.0,211.0,0.649,137.0,0.441,93.0,0.688,64.0,34.0,34.0,81,98.0,341.0,1.9,28.0,0.057,12.0,15.6,235.0,12.4,36.0,199.0,0.6729999999999999,4.9,24.0,17.0,178.0,17.0,97.0,0,1,0
Derrick Favors,37.0,74.0,293.0,0.611,179.0,0.488,143.0,0.629,90.0,36.0,35.0,82,94.0,448.0,1.8,32.0,0.003,1.0,16.5,303.0,20.0,90.0,292.0,0.613,4.8,39.0,68.0,533.0,29.0,412.0,0,1,0
Gordon Hayward,62.0,30.0,373.0,0.46399999999999997,173.0,0.579,216.0,0.8290000000000001,179.0,37.0,37.0,80,78.0,572.0,2.0,40.0,0.429,160.0,15.8,305.0,15.2,85.0,213.0,0.5920000000000001,6.9,81.0,19.0,388.0,30.0,139.0,0,1,0
DeMarcus Cousins,38.0,67.0,369.0,0.5579999999999999,206.0,0.726,268.0,0.604,162.0,38.0,37.0,83,122.0,575.0,2.4,37.0,0.016,6.0,22.5,374.0,13.6,78.0,363.0,0.565,6.5,204.0,68.0,1143.0,85.0,699.0,0,1,0
Hassan Whiteside,10.0,182.0,319.0,0.524,167.0,0.586,187.0,0.588,110.0,34.0,23.0,84,82.0,447.0,1.2,19.0,0.016,5.0,18.3,303.0,13.6,64.0,314.0,0.522,4.5,0.0,0.0,0.0,0.0,0.0,1,0,0
Solomon Alabi,16.0,75.0,249.0,0.534,133.0,0.546,136.0,0.794,108.0,32.0,32.0,85,75.0,374.0,1.4,20.0,0.0,0.0,13.8,198.0,16.3,61.0,249.0,0.534,4.3,2.0,2.0,6.0,2.0,14.0,1,0,0
Ed Davis,22.0,64.0,192.0,0.578,111.0,0.688,132.0,0.659,87.0,23.0,23.0,82,42.0,309.0,0.9,10.0,0.0,0.0,17.6,220.0,15.3,46.0,192.0,0.578,3.1,40.0,67.0,501.0,39.0,462.0,0,1,0
Craig Brackins,69.0,38.0,457.0,0.42,192.0,0.337,154.0,0.76,117.0,32.0,32.0,82,64.0,528.0,1.3,25.0,0.19,87.0,13.2,273.0,11.4,68.0,370.0,0.446,4.0,1.0,0.0,8.0,1.0,4.0,0,1,0
Evan Turner,185.0,28.0,457.0,0.519,237.0,0.4,183.0,0.754,138.0,31.0,31.0,79,86.0,632.0,3.0,54.0,0.12,55.0,15.9,284.0,20.0,136.0,402.0,0.54,6.8,159.0,14.0,565.0,49.0,306.0,0,0,1
Al-Farouq Aminu,41.0,44.0,374.0,0.447,167.0,0.532,199.0,0.698,139.0,31.0,30.0,81,91.0,491.0,2.6,44.0,0.17600000000000002,66.0,17.6,332.0,17.4,99.0,308.0,0.484,4.3,60.0,25.0,457.0,59.0,267.0,0,1,0
Eric Bledsoe,107.0,12.0,312.0,0.462,144.0,0.39399999999999996,123.0,0.667,82.0,37.0,35.0,73,82.0,419.0,2.6,52.0,0.41,128.0,5.5,114.0,23.2,112.0,184.0,0.516,3.5,289.0,26.0,543.0,92.0,223.0,0,0,1
Willie Warren,86.0,1.0,242.0,0.43799999999999994,106.0,0.525,127.0,0.795,101.0,21.0,19.0,76,48.0,343.0,1.8,21.0,0.401,97.0,5.9,69.0,20.9,80.0,145.0,0.524,1.7,27.0,0.0,37.0,6.0,12.0,0,0,1
Trevor Booker,81.0,45.0,361.0,0.521,188.0,0.474,171.0,0.591,101.0,32.0,32.0,79,63.0,486.0,2.5,43.0,0.094,34.0,15.2,268.0,12.3,62.0,327.0,0.547,5.5,35.0,42.0,346.0,29.0,251.0,0,1,0
Jordan Crawford,101.0,7.0,563.0,0.462,260.0,0.27399999999999997,154.0,0.773,119.0,35.0,34.0,76,57.0,718.0,2.4,47.0,0.359,202.0,7.9,166.0,11.8,85.0,361.0,0.501,5.9,117.0,3.0,490.0,39.0,105.0,0,0,1
John Wall,241.0,19.0,438.0,0.461,202.0,0.53,232.0,0.754,175.0,37.0,37.0,76,72.0,616.0,2.9,66.0,0.26,114.0,6.6,159.0,21.4,149.0,324.0,0.509,6.3,574.0,35.0,1131.0,121.0,317.0,0,0,1
Greg Monroe,128.0,52.0,385.0,0.525,202.0,0.5429999999999999,209.0,0.66,138.0,34.0,34.0,83,87.0,549.0,2.2,42.0,0.07,27.0,17.5,328.0,18.8,112.0,358.0,0.545,5.5,105.0,45.0,751.0,93.0,601.0,1,0,0
Avery Bradley,71.0,18.0,368.0,0.43200000000000005,159.0,0.179,66.0,0.545,36.0,34.0,32.0,74,80.0,396.0,2.4,44.0,0.304,112.0,5.1,98.0,11.5,52.0,256.0,0.457,3.2,12.0,0.0,52.0,9.0,17.0,0,0,1
Luke Harangody,47.0,20.0,507.0,0.48100000000000004,244.0,0.35100000000000003,178.0,0.787,140.0,30.0,25.0,80,70.0,653.0,0.9,14.0,0.16,81.0,16.4,273.0,8.4,54.0,426.0,0.514,5.1,30.0,17.0,193.0,15.0,143.0,0,1,0
Luke Babbitt,72.0,27.0,502.0,0.5,251.0,0.43200000000000005,217.0,0.917,199.0,34.0,34.0,81,87.0,743.0,1.6,35.0,0.201,101.0,13.4,303.0,11.8,81.0,401.0,0.521,6.7,6.0,2.0,36.0,2.0,30.0,0,1,0
Armon Johnson,189.0,12.0,442.0,0.495,219.0,0.267,118.0,0.6779999999999999,80.0,34.0,34.0,75,61.0,535.0,1.4,28.0,0.161,71.0,5.5,115.0,18.6,114.0,371.0,0.544,3.0,45.0,1.0,110.0,5.0,36.0,0,0,1
Manny Harris,126.0,11.0,430.0,0.42100000000000004,181.0,0.442,190.0,0.8,152.0,31.0,30.0,77,45.0,562.0,3.2,56.0,0.363,156.0,10.2,187.0,14.5,88.0,274.0,0.485,5.2,85.0,7.0,321.0,31.0,140.0,0,0,1
Samardo Samuels,39.0,37.0,336.0,0.524,176.0,0.649,218.0,0.706,154.0,33.0,33.0,81,87.0,506.0,1.2,20.0,0.0,0.0,13.4,231.0,15.7,82.0,336.0,0.524,4.1,17.0,18.0,288.0,15.0,158.0,0,1,0
Quincy Pondexter,63.0,21.0,464.0,0.528,245.0,0.48700000000000004,226.0,0.8270000000000001,187.0,36.0,36.0,79,90.0,695.0,2.2,46.0,0.11,51.0,12.7,265.0,10.6,68.0,413.0,0.55,7.3,28.0,10.0,188.0,17.0,88.0,0,1,0
Damion James,33.0,40.0,419.0,0.501,210.0,0.5489999999999999,230.0,0.674,155.0,34.0,34.0,79,100.0,611.0,3.0,57.0,0.22399999999999998,94.0,17.6,350.0,11.6,69.0,325.0,0.535,6.5,20.0,12.0,110.0,16.0,85.0,0,1,0
Ben Uzoh,163.0,26.0,403.0,0.457,184.0,0.38,153.0,0.765,117.0,35.0,35.0,75,60.0,534.0,1.7,34.0,0.355,143.0,7.7,163.0,14.4,80.0,260.0,0.519,5.5,69.0,8.0,158.0,13.0,61.0,0,0,1
Sherron Collins,161.0,2.0,434.0,0.426,185.0,0.318,138.0,0.855,118.0,36.0,36.0,71,60.0,558.0,1.9,39.0,0.435,189.0,3.4,75.0,14.5,85.0,245.0,0.469,5.4,8.0,0.0,17.0,2.0,5.0,0,0,1
Larry Sanders,34.0,90.0,367.0,0.534,196.0,0.455,167.0,0.6409999999999999,107.0,35.0,32.0,82,103.0,503.0,1.6,26.0,0.044000000000000004,16.0,19.0,319.0,11.5,58.0,351.0,0.547,5.4,16.0,72.0,260.0,22.0,178.0,0,1,0
Kenneth Faried,37.0,82.0,374.0,0.623,233.0,0.644,241.0,0.5770000000000001,139.0,35.0,34.0,80,108.0,605.0,3.4,67.0,0.0,0.0,25.6,508.0,15.8,92.0,374.0,0.623,8.3,36.0,47.0,471.0,34.0,352.0,0,1,0
Julyan Stone,184.0,21.0,202.0,0.51,103.0,0.688,139.0,0.561,78.0,35.0,35.0,79,83.0,297.0,2.4,52.0,0.252,51.0,11.8,261.0,19.5,65.0,151.0,0.596,5.3,37.0,6.0,36.0,8.0,25.0,0,0,1
Cory Joseph,109.0,11.0,322.0,0.42200000000000004,136.0,0.22699999999999998,73.0,0.6990000000000001,51.0,36.0,36.0,75,65.0,375.0,1.9,37.0,0.391,126.0,6.0,128.0,13.1,54.0,196.0,0.429,4.4,34.0,3.0,58.0,7.0,25.0,0,0,1
Kawhi Leonard,91.0,21.0,475.0,0.444,211.0,0.305,145.0,0.759,110.0,36.0,36.0,79,89.0,557.0,2.7,51.0,0.18100000000000002,86.0,19.0,380.0,12.3,76.0,389.0,0.478,6.8,70.0,24.0,507.0,85.0,327.0,0,1,0
Malcolm Thomas,6.0,2.0,54.0,0.33299999999999996,18.0,0.278,15.0,0.8,12.0,9.0,4.0,78,16.0,51.0,3.1,9.0,0.259,14.0,5.8,16.0,20.7,16.0,40.0,0.375,0.0,1.0,1.0,1.0,1.0,3.0,0,1,0
Reggie Jackson,152.0,18.0,435.0,0.503,219.0,0.315,137.0,0.7959999999999999,109.0,34.0,32.0,75,58.0,618.0,1.9,36.0,0.389,169.0,7.8,146.0,13.9,81.0,266.0,0.556,5.6,71.0,1.0,140.0,25.0,53.0,0,0,1
Ryan Reid,35.0,16.0,167.0,0.491,82.0,0.461,77.0,0.597,46.0,31.0,29.0,80,46.0,210.0,1.5,18.0,0.0,0.0,10.0,123.0,20.0,51.0,167.0,0.491,2.1,0.0,0.0,8.0,0.0,2.0,0,1,0
Alec Burks,112.0,12.0,535.0,0.469,251.0,0.564,302.0,0.825,249.0,38.0,37.0,78,89.0,779.0,2.0,41.0,0.179,96.0,12.1,247.0,12.7,99.0,439.0,0.508,6.6,55.0,5.0,425.0,27.0,132.0,0,0,1
Tobias Harris,44.0,29.0,402.0,0.46,185.0,0.423,170.0,0.753,128.0,34.0,33.0,80,70.0,521.0,1.4,24.0,0.18899999999999997,76.0,14.0,247.0,11.4,62.0,326.0,0.49700000000000005,4.4,22.0,7.0,208.0,13.0,101.0,0,1,0
Darington Hobson,160.0,15.0,439.0,0.44,193.0,0.45299999999999996,199.0,0.653,130.0,35.0,35.0,79,68.0,555.0,2.2,44.0,0.24600000000000002,108.0,15.5,324.0,16.3,104.0,331.0,0.465,5.2,6.0,0.0,4.0,0.0,3.0,0,1,0
Jon Leuer,56.0,30.0,483.0,0.47,227.0,0.27699999999999997,134.0,0.843,113.0,34.0,34.0,82,75.0,621.0,1.0,17.0,0.302,146.0,14.1,246.0,9.0,54.0,337.0,0.513,6.3,25.0,17.0,218.0,14.0,120.0,0,1,0
Jimmer Fredette,160.0,1.0,765.0,0.452,346.0,0.369,282.0,0.894,252.0,37.0,37.0,74,49.0,1068.0,2.1,49.0,0.409,313.0,5.2,127.0,12.7,131.0,452.0,0.491,8.5,108.0,3.0,462.0,30.0,73.0,0,0,1
Tyler Honeycutt,93.0,67.0,355.0,0.406,144.0,0.299,106.0,0.736,78.0,33.0,33.0,81,52.0,421.0,1.5,29.0,0.428,152.0,11.9,238.0,19.8,100.0,203.0,0.43799999999999994,3.3,7.0,3.0,20.0,4.0,14.0,0,1,0
Isaiah Thomas,213.0,2.0,422.0,0.445,188.0,0.498,210.0,0.7190000000000001,151.0,35.0,35.0,68,75.0,587.0,2.3,47.0,0.408,172.0,6.0,123.0,16.6,104.0,250.0,0.512,5.5,266.0,8.0,749.0,53.0,168.0,0,0,1
Norris Cole,191.0,3.0,572.0,0.439,251.0,0.465,266.0,0.853,227.0,36.0,36.0,74,87.0,780.0,3.7,80.0,0.26,149.0,9.5,210.0,12.2,97.0,423.0,0.473,8.3,133.0,2.0,441.0,44.0,91.0,0,0,1
Markieff Morris,53.0,43.0,331.0,0.589,195.0,0.462,153.0,0.6729999999999999,103.0,38.0,34.0,82,108.0,518.0,1.9,30.0,0.17800000000000002,59.0,19.7,316.0,16.2,78.0,272.0,0.625,6.0,65.0,42.0,467.0,41.0,279.0,1,0,0
Courtney Fortson,103.0,3.0,269.0,0.361,97.0,0.509,137.0,0.759,104.0,18.0,18.0,71,47.0,323.0,2.3,25.0,0.297,80.0,8.8,93.0,21.6,92.0,189.0,0.381,1.1,10.0,0.0,35.0,3.0,15.0,0,0,1
Marcus Morris,62.0,24.0,421.0,0.57,240.0,0.511,215.0,0.688,148.0,38.0,35.0,81,97.0,654.0,1.7,32.0,0.18100000000000002,76.0,15.5,290.0,11.4,67.0,345.0,0.62,7.2,3.0,2.0,40.0,2.0,16.0,0,1,0
Chandler Parsons,136.0,15.0,323.0,0.48,155.0,0.3,97.0,0.557,54.0,36.0,35.0,81,67.0,407.0,1.7,34.0,0.36200000000000004,117.0,13.4,279.0,18.0,81.0,206.0,0.544,5.0,134.0,29.0,599.0,73.0,300.0,0,1,0
Greg Smith,11.0,9.0,108.0,0.38,41.0,0.07400000000000001,8.0,0.75,6.0,29.0,22.0,79,57.0,92.0,1.5,9.0,0.046,5.0,9.9,58.0,7.5,9.0,103.0,0.359,0.8,1.0,5.0,14.0,2.0,20.0,0,1,0
Malcolm Lee,67.0,7.0,323.0,0.43700000000000006,141.0,0.446,144.0,0.778,112.0,33.0,33.0,77,80.0,433.0,1.2,22.0,0.409,132.0,5.3,101.0,12.5,56.0,191.0,0.534,3.6,31.0,4.0,62.0,8.0,26.0,0,0,1
Josh Harrellson,30.0,57.0,208.0,0.611,127.0,0.26899999999999996,56.0,0.589,33.0,38.0,38.0,82,91.0,289.0,2.0,35.0,0.048,10.0,17.1,329.0,10.7,28.0,198.0,0.631,5.5,11.0,20.0,162.0,23.0,144.0,0,1,0
